_id,parent_id,wtype,creation_cost,upgrade_cost,attack,max_attack,element,element_attack,element_2,element_2_attack,awaken,awaken_attack,defense,sharpness,affinity,horn_notes,shelling_type,phial,charges,coatings,recoil,reload_speed,rapid_fire,deviation,ammo,special_ammo,num_slots,tree_depth,final,family
543236,543235,"Long Sword",0,88000,280,0,Ice,35,"",0,"",0,0,"12.4.10.8.1.5.0 12.4.10.8.1.7.0 12.4.10.8.1.9.1",0,,,,,,,,,,,,1,0,0,2122
543237,543236,"Long Sword",0,110000,310,0,Ice,40,"",0,"",0,0,"3.3.17.8.1.8.0 3.3.17.8.1.10.0 3.3.17.8.1.10.3",0,,,,,,,,,,,,1,0,1,2122
543489,0,"Long Sword",3000,0,90,0,Fire,8,"",0,"",0,0,"4.4.9.3.0.0.0 4.4.9.5.0.0.0 4.4.9.8.0.0.0",0,,,,,,,,,,,,2,0,0,2123
543490,543489,"Long Sword",0,6000,100,0,Fire,10,"",0,"",0,0,"5.7.8.5.0.0.0 5.7.8.7.0.0.0 5.7.8.10.0.0.0",0,,,,,,,,,,,,2,0,0,2123
543491,543490,"Long Sword",0,36000,130,0,Fire,16,"",0,"",0,0,"5.7.8.10.0.0.0 5.7.8.10.2.0.0 5.7.8.10.5.0.0",10,,,,,,,,,,,,2,0,0,2123
543492,543491,"Long Sword",0,39000,150,0,Fire,17,"",0,"",0,0,"5.4.12.12.2.0.0 5.4.12.12.4.0.0 5.4.12.12.6.1.0",10,,,,,,,,,,,,3,0,0,2123
543493,543492,"Long Sword",42000,42000,190,0,Fire,18,"",0,"",0,0,"7.4.5.15.4.0.0 7.4.5.15.6.0.0 7.4.5.15.7.2.0",15,,,,,,,,,,,,3,0,0,2123
543494,543493,"Long Sword",0,45000,220,0,Fire,20,"",0,"",0,0,"7.8.3.11.5.1.0 7.8.3.11.5.3.0 7.8.3.11.5.6.0",15,,,,,,,,,,,,3,0,0,2123
543495,543494,"Long Sword",0,48000,300,0,Fire,22,"",0,"",0,0,"6.4.5.16.5.4.0 6.4.5.16.5.6.0 6.4.5.16.5.9.0",15,,,,,,,,,,,,3,0,1,2123
543745,0,"Long Sword",3000,0,100,0,Dragon,12,"",0,"",0,0,"10.3.3.4.0.0.0 10.3.3.6.0.0.0 10.3.3.9.0.0.0",0,,,,,,,,,,,,0,0,0,2124
543746,543745,"Long Sword",0,6000,120,0,Dragon,13,"",0,"",0,0,"10.7.3.5.0.0.0 10.7.3.7.0.0.0 10.7.3.10.0.0.0",0,,,,,,,,,,,,0,0,0,2124
543747,543746,"Long Sword",0,9000,140,0,Dragon,14,"",0,"",0,0,"16.5.3.6.0.0.0 16.5.3.8.0.0.0 16.5.3.9.2.0.0",0,,,,,,,,,,,,0,0,0,2124
543748,543747,"Long Sword",0,39000,180,0,Dragon,16,"",0,"",0,0,"19.2.6.8.0.0.0 19.2.6.8.2.0.0 19.2.6.8.4.1.0",0,,,,,,,,,,,,0,0,0,2124
543749,543748,"Long Sword",0,42000,210,0,Dragon,18,"",0,"",0,0,"5.3.15.12.0.0.0 5.3.15.12.2.0.0 5.3.15.12.3.2.0",0,,,,,,,,,,,,0,0,0,2124
543750,543749,"Long Sword",0,45000,300,0,Dragon,28,"",0,"",0,0,"7.7.11.8.4.3.0 7.7.11.8.4.5.0 7.7.11.8.4.8.0",0,,,,,,,,,,,,0,0,0,2124
543751,543750,"Long Sword",0,48000,320,0,Dragon,30,"",0,"",0,0,"10.3.8.9.5.5.0 10.3.8.9.5.5.2 10.3.8.9.5.5.5",0,,,,,,,,,,,,0,0,1,2124
544001,0,"Long Sword",1100,0,70,0,"",0,"",0,"",0,0,"4.4.9.3.0.0.0 4.4.9.5.0.0.0 4.4.9.8.0.0.0",0,,,,,,,,,,,,0,0,0,2125
544002,544001,"Long Sword",0,2200,90,0,"",0,"",0,"",0,0,"8.1.10.6.0.0.0 8.1.10.8.0.0.0 8.1.10.11.0.0.0",0,,,,,,,,,,,,0,0,0,2125
544003,544002,"Long Sword",0,3300,120,0,"",0,"",0,"",0,0,"4.6.8.7.0.0.0 4.6.8.9.0.0.0 4.6.8.12.0.0.0",0,,,,,,,,,,,,0,0,0,2125
544004,544003,"Long Sword",0,14300,140,0,"",0,"",0,"",0,0,"6.4.12.8.0.0.0 6.4.12.10.0.0.0 6.4.12.10.3.0.0",0,,,,,,,,,,,,0,0,0,2125
544005,544004,"Long Sword",0,15400,180,0,"",0,"",0,"",0,0,"6.4.5.15.0.0.0 6.4.5.16.1.0.0 6.4.5.16.4.0.0",0,,,,,,,,,,,,0,0,0,2125
544006,544005,"Long Sword",0,16500,260,0,"",0,"",0,"",0,0,"7.3.4.16.0.0.0 7.3.4.16.2.0.0 7.3.4.16.5.0.0",0,,,,,,,,,,,,1,0,0,2125
544007,544006,"Long Sword",0,17600,320,0,"",0,"",0,"",0,0,"8.2.3.17.0.0.0 8.2.3.17.2.0.0 8.2.3.17.5.0.0",0,,,,,,,,,,,,1,0,0,2125
544008,544007,"Long Sword",0,18700,350,0,"",0,"",0,"",0,0,"7.7.3.18.0.0.0 7.7.3.18.2.0.0 7.7.3.18.3.2.0",0,,,,,,,,,,,,2,0,1,2125
544257,544003,"Long Sword",0,4000,130,0,"",0,"",0,"",0,0,"7.4.5.9.0.0.0 7.4.5.11.0.0.0 7.4.5.14.0.0.0",0,,,,,,,,,,,,0,0,0,2126
544258,544257,"Long Sword",0,44000,150,0,"",0,"",0,"",0,0,"8.7.4.11.0.0.0 8.7.4.13.0.0.0 8.7.4.14.2.0.0",0,,,,,,,,,,,,0,0,0,2126
544259,544258,"Long Sword",0,48000,170,0,"",0,"",0,"",0,0,"8.4.11.10.2.0.0 8.4.11.10.4.0.0 8.4.11.10.6.1.0",0,,,,,,,,,,,,0,0,0,2126
544260,544259,"Long Sword",0,52000,220,0,"",0,"",0,"",0,0,"5.3.13.10.4.0.0 5.3.13.10.6.0.0 5.3.13.10.8.1.0",0,,,,,,,,,,,,0,0,0,2126
544261,544260,"Long Sword",0,56000,290,0,"",0,"",0,"",0,0,"7.4.12.9.6.2.0 7.4.12.9.6.4.0 7.4.12.9.6.7.0",0,,,,,,,,,,,,0,0,0,2126
544262,544261,"Long Sword",0,60000,340,0,"",0,"",0,"",0,0,"6.3.9.14.4.4.0 6.3.9.14.4.6.0 6.3.9.14.4.8.1",0,,,,,,,,,,,,0,0,1,2126
544513,0,"Long Sword",2400,0,100,0,"",0,"",0,"",0,0,"7.3.4.6.0.0.0 7.3.4.8.0.0.0 7.3.4.11.0.0.0",0,,,,,,,,,,,,1,0,0,2127
544514,544513,"Long Sword",0,4800,110,0,"",0,"",0,"",0,0,"12.2.4.7.0.0.0 12.2.4.9.0.0.0 12.2.4.9.3.0.0",0,,,,,,,,,,,,1,0,0,2127
544515,544514,"Long Sword",0,28800,130,0,"",0,"",0,"",0,0,"9.7.8.8.3.0.0 9.7.8.8.5.0.0 9.7.8.8.6.2.0",0,,,,,,,,,,,,2,0,0,2127
544516,544515,"Long Sword",0,31200,140,0,"",0,"",0,"",0,0,"7.7.11.8.4.3.0 7.7.11.8.4.5.0 7.7.11.8.4.8.0",0,,,,,,,,,,,,2,0,0,2127
544517,544516,"Long Sword",0,33600,150,0,"",0,"",0,"",0,0,"3.3.17.8.4.5.0 3.3.17.8.4.7.0 3.3.17.8.4.10.0",0,,,,,,,,,,,,2,0,0,2127
544518,544517,"Long Sword",0,36000,220,0,"",0,"",0,"",0,0,"6.5.16.7.3.6.2 6.5.16.7.3.6.2 6.5.16.7.3.6.2",0,,,,,,,,,,,,2,0,0,2127
544519,544518,"Long Sword",0,38400,290,0,"",0,"",0,"",0,0,"10.3.8.9.5.5.5 10.3.8.9.5.5.5 10.3.8.9.5.5.5",0,,,,,,,,,,,,2,0,1,2127
544769,0,"Long Sword",2500,0,80,0,"",0,"",0,"",0,0,"8.2.3.7.0.0.0 8.2.3.9.0.0.0 8.2.3.12.0.0.0",30,,,,,,,,,,,,0,0,0,2128
544770,544769,"Long Sword",0,5000,110,0,"",0,"",0,"",0,0,"6.4.5.10.0.0.0 6.4.5.12.0.0.0 6.4.5.15.0.0.0",30,,,,,,,,,,,,0,0,0,2128
544771,544770,"Long Sword",0,30000,130,0,"",0,"",0,"",0,0,"7.6.4.13.0.0.0 7.6.4.15.0.0.0 7.6.4.16.2.0.0",35,,,,,,,,,,,,0,0,0,2128
544772,544771,"Long Sword",0,32500,160,0,"",0,"",0,"",0,0,"4.4.9.17.1.0.0 4.4.9.17.3.0.0 4.4.9.17.5.1.0",40,,,,,,,,,,,,0,0,0,2128
544773,544772,"Long Sword",0,35000,220,0,"",0,"",0,"",0,0,"7.4.5.15.4.0.0 7.4.5.15.6.0.0 7.4.5.15.7.2.0",40,,,,,,,,,,,,0,0,0,2128
544774,544773,"Long Sword",0,37500,290,0,"",0,"",0,"",0,0,"4.4.9.17.5.1.0 4.4.9.17.5.3.0 4.4.9.17.5.3.3",40,,,,,,,,,,,,0,0,1,2128
545025,0,"Long Sword",17000,0,180,0,Fire,7,"",0,"",0,0,"7.4.12.7.0.0.0 7.4.12.9.0.0.0 7.4.12.9.3.0.0",10,,,,,,,,,,,,1,0,0,2129
545026,545025,"Long Sword",0,34000,190,0,Fire,12,"",0,"",0,0,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",10,,,,,,,,,,,,1,0,0,2129
545027,545026,"Long Sword",0,51000,200,0,Fire,17,"",0,"",0,0,"2.5.17.6.5.0.0 2.5.17.6.6.1.0 2.5.17.6.6.4.0",10,,,,,,,,,,,,1,0,0,2129
545028,545027,"Long Sword",0,68000,250,0,Fire,20,"",0,"",0,0,"4.3.11.14.5.3.0 4.3.11.14.5.4.1 4.3.11.14.5.4.4",10,,,,,,,,,,,,1,0,0,2129
545029,545028,"Long Sword",0,85000,320,0,Fire,23,"",0,"",0,0,"10.3.8.9.5.5.0 10.3.8.9.5.5.2 10.3.8.9.5.5.5",10,,,,,,,,,,,,1,0,1,2129
545281,0,"Long Sword",2700,0,80,0,Blastblight,8,"",0,"",0,10,"7.3.10.5.0.0.0 7.3.10.7.0.0.0 7.3.10.9.1.0.0",0,,,,,,,,,,,,2,0,0,2130
545282,545281,"Long Sword",0,5400,100,0,Blastblight,10,"",0,"",0,15,"3.6.16.8.2.0.0 3.6.16.8.4.0.0 3.6.16.8.7.0.0",0,,,,,,,,,,,,2,0,0,2130
545283,545282,"Long Sword",0,32400,130,0,Blastblight,12,"",0,"",0,15,"5.3.13.10.4.0.0 5.3.13.10.6.0.0 5.3.13.10.8.1.0",0,,,,,,,,,,,,3,0,0,2130
545284,545283,"Long Sword",0,35100,150,0,Blastblight,15,"",0,"",0,20,"10.4.7.7.7.0.0 10.4.7.7.9.0.0 10.4.7.7.9.3.0",0,,,,,,,,,,,,3,0,0,2130
545285,545284,"Long Sword",0,37800,230,0,Blastblight,16,"",0,"",0,20,"8.5.9.8.7.3.0 8.5.9.8.7.5.0 8.5.9.8.7.5.3",0,,,,,,,,,,,,3,0,0,2130
545286,545285,"Long Sword",0,40500,280,0,Blastblight,18,"",0,"",0,20,"10.3.3.10.10.4.0 10.3.3.10.10.6.0 10.3.3.10.10.6.3",0,,,,,,,,,,,,3,0,1,2130
545537,0,"Long Sword",0,0,160,0,Water,20,"",0,"",0,0,"20.1.2.11.1.0.0 20.1.2.11.3.0.0 20.1.2.11.5.1.0",15,,,,,,,,,,,,1,0,0,2131
545538,545537,"Long Sword",0,40000,170,0,Water,22,"",0,"",0,0,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",15,,,,,,,,,,,,1,0,0,2131
545539,545538,"Long Sword",0,60000,180,0,Water,25,"",0,"",0,0,"4.6.8.12.5.0.0 4.6.8.12.7.0.0 4.6.8.12.7.3.0",20,,,,,,,,,,,,1,0,0,2131
545540,545539,"Long Sword",0,80000,250,0,Water,27,"",0,"",0,0,"6.5.11.9.6.3.0 6.5.11.9.6.5.0 6.5.11.9.6.8.0",20,,,,,,,,,,,,1,0,0,2131
545541,545540,"Long Sword",0,100000,290,0,Water,30,"",0,"",0,0,"5.5.13.7.7.6.2 5.5.13.7.7.6.2 5.5.13.7.7.6.2",25,,,,,,,,,,,,1,0,1,2131
545793,0,"Long Sword",2500,0,100,0,Water,25,"",0,"",0,0,"7.3.4.6.0.0.0 7.3.4.8.0.0.0 7.3.4.11.0.0.0",0,,,,,,,,,,,,0,0,0,2132
545794,545793,"Long Sword",0,27500,120,0,Water,30,"",0,"",0,0,"4.4.9.8.0.0.0 4.4.9.10.0.0.0 4.4.9.13.0.0.0",0,,,,,,,,,,,,0,0,0,2132
545795,545794,"Long Sword",0,30000,130,0,Water,42,"",0,"",0,0,"9.2.9.10.0.0.0 9.2.9.12.0.0.0 9.2.9.13.2.0.0",0,,,,,,,,,,,,0,0,0,2132
545796,545795,"Long Sword",0,32500,160,0,Water,54,"",0,"",0,0,"4.6.8.12.0.0.0 4.6.8.12.2.0.0 4.6.8.12.5.0.0",0,,,,,,,,,,,,0,0,0,2132
545797,545796,"Long Sword",0,35000,200,0,Water,60,"",0,"",0,0,"4.6.8.12.5.0.0 4.6.8.12.7.0.0 4.6.8.12.7.3.0",0,,,,,,,,,,,,0,0,0,2132
545798,545797,"Long Sword",0,37500,290,0,Water,66,"",0,"",0,0,"4.10.4.11.11.0.0 4.10.4.11.13.0.0 4.10.4.11.13.2.1",0,,,,,,,,,,,,0,0,1,2132
546049,0,"Long Sword",2500,0,100,0,Dragon,22,"",0,"",0,0,"6.4.5.5.0.0.0 6.4.5.7.0.0.0 6.4.5.10.0.0.0",0,,,,,,,,,,,,3,0,0,2133
546050,546049,"Long Sword",0,5000,130,0,Dragon,25,"",0,"",0,0,"4.6.8.7.0.0.0 4.6.8.9.0.0.0 4.6.8.12.0.0.0",0,,,,,,,,,,,,3,0,0,2133
546051,546050,"Long Sword",0,30000,150,0,Dragon,28,"",0,"",0,0,"5.7.8.10.0.0.0 5.7.8.10.2.0.0 5.7.8.10.5.0.0",0,,,,,,,,,,,,3,0,0,2133
546052,546051,"Long Sword",0,32500,170,0,Dragon,30,"",0,"",0,0,"20.1.2.11.1.0.0 20.1.2.11.3.0.0 20.1.2.11.5.1.0",0,,,,,,,,,,,,3,0,0,2133
546053,546052,"Long Sword",0,35000,230,0,Dragon,32,"",0,"",0,0,"8.1.10.12.4.0.0 8.1.10.12.6.0.0 8.1.10.12.8.1.0",0,,,,,,,,,,,,3,0,0,2133
546054,546053,"Long Sword",0,37500,260,0,Dragon,35,"",0,"",0,0,"6.4.9.12.3.1.0 6.4.9.12.3.3.0 6.4.9.12.3.6.0",0,,,,,,,,,,,,3,0,0,2133
546055,546054,"Long Sword",0,40000,290,0,Dragon,38,"",0,"",0,0,"6.5.11.12.3.3.0 6.5.11.12.3.5.0 6.5.11.12.3.6.2",0,,,,,,,,,,,,3,0,1,2133
546305,0,"Long Sword",1400,0,110,0,"",0,"",0,"",0,0,"5.4.12.4.0.0.0 5.4.12.6.0.0.0 5.4.12.9.0.0.0",5,,,,,,,,,,,,0,0,0,2134
546306,546305,"Long Sword",0,2800,120,0,"",0,"",0,"",0,0,"3.5.17.5.0.0.0 3.5.17.7.0.0.0 3.5.17.10.0.0.0",5,,,,,,,,,,,,0,0,0,2134
546307,546306,"Long Sword",0,4200,130,0,"",0,"",0,"",0,0,"6.3.15.6.0.0.0 6.3.15.8.0.0.0 6.3.15.10.1.0.0",5,,,,,,,,,,,,0,0,0,2134
546308,546307,"Long Sword",0,18200,150,0,"",0,"",0,"",0,0,"7.4.12.7.0.0.0 7.4.12.9.0.0.0 7.4.12.9.3.0.0",10,,,,,,,,,,,,0,0,0,2134
546309,546308,"Long Sword",0,19600,160,0,"",0,"",0,"",0,0,"6.5.11.8.0.0.0 6.5.11.9.1.0.0 6.5.11.9.4.0.0",10,,,,,,,,,,,,0,0,0,2134
546310,546309,"Long Sword",0,21000,170,0,"",0,"",0,"",0,0,"6.3.10.10.1.0.0 6.3.10.10.3.0.0 6.3.10.10.6.0.0",10,,,,,,,,,,,,0,0,0,2134
546311,546310,"Long Sword",0,22400,180,0,"",0,"",0,"",0,0,"5.4.12.12.2.0.0 5.4.12.12.4.0.0 5.4.12.12.6.1.0",10,,,,,,,,,,,,0,0,0,2134
546312,546311,"Long Sword",0,23800,190,0,"",0,"",0,"",0,0,"7.4.5.15.4.0.0 7.4.5.15.6.0.0 7.4.5.15.7.2.0",10,,,,,,,,,,,,0,0,0,2134
546313,546312,"Long Sword",0,25200,200,0,"",0,"",0,"",0,0,"4.6.8.12.5.0.0 4.6.8.12.7.0.0 4.6.8.12.7.3.0",10,,,,,,,,,,,,0,0,0,2134
546314,546313,"Long Sword",0,26600,210,0,"",0,"",0,"",0,0,"2.4.10.13.6.0.0 2.4.10.13.7.1.0 2.4.10.13.7.4.0",10,,,,,,,,,,,,0,0,0,2134
546315,546314,"Long Sword",0,28000,240,0,"",0,"",0,"",0,0,"6.3.10.9.7.0.0 6.3.10.9.7.2.0 6.3.10.9.7.5.0",10,,,,,,,,,,,,0,0,0,2134
546316,546315,"Long Sword",0,29400,260,0,"",0,"",0,"",0,0,"5.3.10.9.8.0.0 5.3.10.9.8.2.0 5.3.10.9.8.5.0",10,,,,,,,,,,,,0,0,0,2134
546317,546316,"Long Sword",0,30800,300,0,"",0,"",0,"",0,0,"7.3.4.16.10.0.0 7.3.4.16.10.2.0 7.3.4.16.10.5.0",10,,,,,,,,,,,,0,0,0,2134
546318,546317,"Long Sword",0,32200,320,0,"",0,"",0,"",0,0,"4.10.4.11.11.0.0 4.10.4.11.13.0.0 4.10.4.11.13.2.1",10,,,,,,,,,,,,0,0,0,2134
546319,546318,"Long Sword",0,33600,350,0,"",0,"",0,"",0,0,"7.8.1.12.12.0.0 7.8.1.12.12.2.0 7.8.1.12.12.4.1",10,,,,,,,,,,,,0,0,1,2134
546561,0,"Long Sword",1400,0,100,0,Ice,10,"",0,"",0,0,"8.7.4.6.0.0.0 8.7.4.8.0.0.0 8.7.4.11.0.0.0",5,,,,,,,,,,,,0,0,0,2135
546562,546561,"Long Sword",0,2800,110,0,Ice,11,"",0,"",0,0,"4.6.8.7.0.0.0 4.6.8.9.0.0.0 4.6.8.12.0.0.0",5,,,,,,,,,,,,0,0,0,2135
546563,546562,"Long Sword",0,4200,130,0,Ice,12,"",0,"",0,0,"7.4.5.9.0.0.0 7.4.5.11.0.0.0 7.4.5.14.0.0.0",5,,,,,,,,,,,,0,0,0,2135
546564,546563,"Long Sword",0,18200,140,0,Ice,13,"",0,"",0,0,"8.7.4.11.0.0.0 8.7.4.13.0.0.0 8.7.4.14.2.0.0",10,,,,,,,,,,,,0,0,0,2135
546565,546564,"Long Sword",0,19600,150,0,Ice,14,"",0,"",0,0,"4.6.8.12.0.0.0 4.6.8.12.2.0.0 4.6.8.12.5.0.0",10,,,,,,,,,,,,0,0,0,2135
546566,546565,"Long Sword",0,21000,160,0,Ice,15,"",0,"",0,0,"15.2.8.9.1.0.0 15.2.8.9.3.0.0 15.2.8.9.4.2.0",10,,,,,,,,,,,,0,0,0,2135
546567,546566,"Long Sword",0,22400,170,0,Ice,16,"",0,"",0,0,"7.7.11.8.2.0.0 7.7.11.8.4.0.0 7.7.11.8.4.3.0",10,,,,,,,,,,,,0,0,0,2135
546568,546567,"Long Sword",0,23800,180,0,Ice,17,"",0,"",0,0,"11.10.5.6.3.0.0 11.10.5.6.5.0.0 11.10.5.6.5.3.0",10,,,,,,,,,,,,0,0,0,2135
546569,546568,"Long Sword",0,25200,190,0,Ice,18,"",0,"",0,0,"8.10.6.7.4.0.0 8.10.6.7.5.1.0 8.10.6.7.5.4.0",10,,,,,,,,,,,,0,0,0,2135
546570,546569,"Long Sword",0,26600,200,0,Ice,20,"",0,"",0,0,"2.5.17.6.5.0.0 2.5.17.6.6.1.0 2.5.17.6.6.4.0",10,,,,,,,,,,,,0,0,0,2135
546571,546570,"Long Sword",0,28000,220,0,Ice,21,"",0,"",0,0,"7.3.10.9.6.0.0 7.3.10.9.7.1.0 7.3.10.9.7.4.0",15,,,,,,,,,,,,0,0,0,2135
546572,546571,"Long Sword",0,29400,240,0,Ice,22,"",0,"",0,0,"6.3.10.9.7.0.0 6.3.10.9.7.2.0 6.3.10.9.7.5.0",15,,,,,,,,,,,,0,0,0,2135
546573,546572,"Long Sword",0,30800,270,0,Ice,23,"",0,"",0,0,"5.7.8.10.8.2.0 5.7.8.10.8.4.0 5.7.8.10.8.7.0",15,,,,,,,,,,,,0,0,0,2135
546574,546573,"Long Sword",0,32200,290,0,Ice,24,"",0,"",0,0,"12.2.4.9.10.3.0 12.2.4.9.10.5.0 12.2.4.9.10.8.0",15,,,,,,,,,,,,0,0,0,2135
546575,546574,"Long Sword",0,33600,310,0,Ice,25,"",0,"",0,0,"10.3.3.10.10.4.0 10.3.3.10.10.6.0 10.3.3.10.10.6.3",15,,,,,,,,,,,,0,0,1,2135
546817,0,"Long Sword",1450,0,100,0,Water,10,"",0,"",0,10,"3.5.17.5.0.0.0 3.5.17.7.0.0.0 3.5.17.10.0.0.0",5,,,,,,,,,,,,0,0,0,2136
546818,546817,"Long Sword",0,2900,110,0,Water,11,"",0,"",0,10,"6.3.15.6.0.0.0 6.3.15.8.0.0.0 6.3.15.10.1.0.0",5,,,,,,,,,,,,0,0,0,2136
546819,546818,"Long Sword",0,4350,120,0,Water,12,"",0,"",0,10,"8.4.11.7.0.0.0 8.4.11.9.0.0.0 8.4.11.10.2.0.0",5,,,,,,,,,,,,0,0,0,2136
546820,546819,"Long Sword",0,18850,130,0,Water,13,"",0,"",0,10,"6.4.12.8.0.0.0 6.4.12.10.0.0.0 6.4.12.10.3.0.0",10,,,,,,,,,,,,0,0,0,2136
546821,546820,"Long Sword",0,20300,140,0,Water,14,"",0,"",0,10,"5.3.13.9.0.0.0 5.3.13.10.1.0.0 5.3.13.10.4.0.0",10,,,,,,,,,,,,0,0,0,2136
546822,546821,"Long Sword",0,21750,150,0,Water,15,"",0,"",0,10,"3.2.17.12.1.0.0 3.2.17.12.3.0.0 3.2.17.12.6.0.0",10,,,,,,,,,,,,0,0,0,2136
546823,546822,"Long Sword",0,23200,160,0,Water,16,"",0,"",0,10,"8.4.11.10.2.0.0 8.4.11.10.4.0.0 8.4.11.10.6.1.0",10,,,,,,,,,,,,0,0,0,2136
546824,546823,"Long Sword",0,24650,170,0,Water,17,"",0,"",0,10,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",10,,,,,,,,,,,,0,0,0,2136
546825,546824,"Long Sword",0,26100,180,0,Water,18,"",0,"",0,10,"6.5.11.9.4.0.0 6.5.11.9.6.0.0 6.5.11.9.6.3.0",10,,,,,,,,,,,,0,0,0,2136
546826,546825,"Long Sword",0,27550,190,0,Water,20,"",0,"",0,10,"4.6.8.12.5.0.0 4.6.8.12.7.0.0 4.6.8.12.7.3.0",10,,,,,,,,,,,,0,0,0,2136
546827,546826,"Long Sword",0,29000,210,0,Water,22,"",0,"",0,15,"6.3.10.9.7.0.0 6.3.10.9.7.2.0 6.3.10.9.7.5.0",10,,,,,,,,,,,,0,0,0,2136
546828,546827,"Long Sword",0,30450,230,0,Water,23,"",0,"",0,15,"5.3.10.9.8.0.0 5.3.10.9.8.2.0 5.3.10.9.8.5.0",10,,,,,,,,,,,,0,0,0,2136
546829,546828,"Long Sword",0,31900,300,0,Water,24,"",0,"",0,15,"7.3.4.16.10.0.0 7.3.4.16.10.2.0 7.3.4.16.10.5.0",10,,,,,,,,,,,,0,0,0,2136
546830,546829,"Long Sword",0,33350,320,0,Water,25,"",0,"",0,20,"4.10.4.11.11.0.0 4.10.4.11.13.0.0 4.10.4.11.13.2.1",10,,,,,,,,,,,,0,0,0,2136
546831,546830,"Long Sword",0,34800,340,0,Water,26,"",0,"",0,20,"7.8.1.12.12.0.0 7.8.1.12.12.2.0 7.8.1.12.12.4.1",10,,,,,,,,,,,,0,0,1,2136
547073,0,"Long Sword",3300,0,130,0,"",0,"",0,"",0,5,"5.4.12.9.0.0.0 5.4.12.11.0.0.0 5.4.12.12.2.0.0",5,,,,,,,,,,,,0,0,0,2137
547074,547073,"Long Sword",0,6600,140,0,"",0,"",0,"",0,5,"10.7.3.10.0.0.0 10.7.3.12.0.0.0 10.7.3.12.3.0.0",5,,,,,,,,,,,,0,0,0,2137
547075,547074,"Long Sword",0,9900,150,0,"",0,"",0,"",0,5,"8.1.10.11.0.0.0 8.1.10.12.1.0.0 8.1.10.12.4.0.0",5,,,,,,,,,,,,0,0,0,2137
547076,547075,"Long Sword",0,13200,160,0,"",0,"",0,"",0,5,"4.6.8.12.0.0.0 4.6.8.12.2.0.0 4.6.8.12.5.0.0",5,,,,,,,,,,,,0,0,0,2137
547077,547076,"Long Sword",0,16500,170,0,"",0,"",0,"",0,5,"7.3.10.9.1.0.0 7.3.10.9.3.0.0 7.3.10.9.6.0.0",5,,,,,,,,,,,,0,0,0,2137
547078,547077,"Long Sword",0,19800,180,0,"",0,"",0,"",0,5,"15.2.8.9.1.0.0 15.2.8.9.3.0.0 15.2.8.9.4.2.0",5,,,,,,,,,,,,0,0,0,2137
547079,547078,"Long Sword",0,23100,190,0,"",0,"",0,"",0,5,"18.2.6.7.2.0.0 18.2.6.7.4.0.0 18.2.6.7.5.2.0",5,,,,,,,,,,,,0,0,0,2137
547080,547079,"Long Sword",0,26400,200,0,"",0,"",0,"",0,5,"9.7.8.8.3.0.0 9.7.8.8.5.0.0 9.7.8.8.6.2.0",5,,,,,,,,,,,,0,0,0,2137
547081,547080,"Long Sword",0,29700,210,0,"",0,"",0,"",0,5,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",5,,,,,,,,,,,,0,0,0,2137
547082,547081,"Long Sword",0,33000,220,0,"",0,"",0,"",0,5,"6.4.12.10.3.0.0 6.4.12.10.4.1.0 6.4.12.10.4.4.0",5,,,,,,,,,,,,0,0,0,2137
547083,547082,"Long Sword",0,36300,240,0,"",0,"",0,"",0,10,"10.3.8.9.5.0.0 10.3.8.9.5.2.0 10.3.8.9.5.5.0",5,,,,,,,,,,,,0,0,0,2137
547084,547083,"Long Sword",0,39600,250,0,"",0,"",0,"",0,10,"13.5.3.9.4.1.0 13.5.3.9.4.3.0 13.5.3.9.4.6.0",5,,,,,,,,,,,,0,0,0,2137
547085,547084,"Long Sword",0,42900,290,0,"",0,"",0,"",0,15,"5.3.15.12.3.2.0 5.3.15.12.3.4.0 5.3.15.12.3.7.0",5,,,,,,,,,,,,0,0,0,2137
547086,547085,"Long Sword",0,46200,310,0,"",0,"",0,"",0,15,"6.5.11.12.3.3.0 6.5.11.12.3.5.0 6.5.11.12.3.6.2",5,,,,,,,,,,,,0,0,0,2137
547087,547086,"Long Sword",0,49500,340,0,"",0,"",0,"",0,15,"6.3.12.13.2.4.0 6.3.12.13.2.4.2 6.3.12.13.2.4.5",5,,,,,,,,,,,,0,0,1,2137
547329,0,"Long Sword",3400,0,140,0,"",0,"",0,"",0,0,"15.2.8.9.4.2.0 15.2.8.9.4.4.0 15.2.8.9.4.7.0",10,,,,,,,,,,,,0,0,0,2138
547330,547329,"Long Sword",0,6800,140,0,"",0,"",0,"",0,0,"18.2.6.7.5.2.0 18.2.6.7.5.4.0 18.2.6.7.5.7.0",10,,,,,,,,,,,,0,0,0,2138
547331,547330,"Long Sword",0,10200,150,0,"",0,"",0,"",0,0,"9.7.8.8.6.2.0 9.7.8.8.6.4.0 9.7.8.8.6.7.0",10,,,,,,,,,,,,0,0,0,2138
